accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,acqCountry,merchantCountryCode,posEntryMode,posConditionCode,merchantCategoryCode,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,echoBuffer,currentBalance,merchantCity,merchantState,merchantZip,cardPresent,posOnPremises,recurringAuthInd,expirationDateKeyInMatch,isFraud,isReversal
241348105,241348105,7500.0,731.45,2016-11-04 02:21:08,0.0,Chicago News,US,US,05,08,subscriptions,05/2022,2015-06-18,2016-05-17,809,809,8946,ADDRESS_VERIFICATION,,6768.55,,,,False,,,False,False,True
544400089,544400089,500.0,432.12,2016-08-16 21:16:37,0.0,Subway #344185,US,US,09,08,fastfood,10/2029,2015-06-29,2016-05-24,857,857,6317,ADDRESS_VERIFICATION,,67.88,,,,False,,,False,False,True
646126950,646126950,7500.0,7374.01,2016-01-11 23:59:51,0.0,Walgreens #488082,US,US,09,01,health,12/2031,2013-12-31,2013-12-31,383,383,1668,ADDRESS_VERIFICATION,,125.99,,,,False,,,False,False,True
863456981,863456981,10000.0,3501.76,2016-08-23 15:49:16,0.0,Lyft,US,US,09,01,rideshare,02/2020,2014-07-23,2014-07-23,652,652,6236,ADDRESS_VERIFICATION,,6498.24,,,,False,,,False,False,True
863456981,863456981,10000.0,3501.76,2016-08-23 15:51:37,0.0,Lyft,US,US,09,01,rideshare,02/2020,2014-07-23,2014-07-23,652,652,6236,ADDRESS_VERIFICATION,,6498.24,,,,False,,,False,False,True
353223945,353223945,5000.0,1510.2,2016-11-01 06:11:42,0.0,Uber,US,US,02,01,rideshare,09/2029,2015-09-22,2015-09-22,813,813,5388,ADDRESS_VERIFICATION,,3489.8,,,,False,,,False,False,True
625864354,625864354,7500.0,7500.0,2016-01-05 00:51:00,0.0,Play Store,US,US,05,01,mobileapps,12/2031,2015-05-09,2015-05-09,747,747,5189,PURCHASE,,0.0,,,,False,,,False,False,True
368960526,368960526,5000.0,2898.55,2016-09-27 14:48:19,0.0,Burger King #578177,US,US,09,08,fastfood,06/2026,2009-06-11,2009-06-11,331,331,1061,ADDRESS_VERIFICATION,,2101.45,,,,False,,,False,False,True
509526607,509526607,500.0,500.0,2016-06-11 23:10:54,0.0,Mobil Gas #982285,US,US,05,01,fuel,10/2023,2011-09-10,2011-09-10,769,769,6331,PURCHASE,,0.0,,,,False,,,False,False,True
509526607,509526607,500.0,92.97,2016-07-24 15:11:09,0.0,Mobil Gas #982285,US,US,05,01,fuel,10/2023,2011-09-10,2011-09-10,769,769,6331,PURCHASE,,407.03,,,,False,,,False,False,True
509526607,509526607,500.0,500.0,2016-08-08 14:00:19,0.0,Mobil Gas #982285,US,US,05,01,fuel,10/2023,2011-09-10,2011-09-10,769,769,6331,PURCHASE,,0.0,,,,False,,,False,False,True
509526607,509526607,500.0,500.0,2016-08-22 03:17:58,0.0,Mobil Gas #982285,US,US,05,01,fuel,10/2023,2011-09-10,2011-09-10,769,769,6331,PURCHASE,,0.0,,,,False,,,False,False,True
509526607,509526607,500.0,500.0,2016-09-04 11:28:11,0.0,Mobil Gas #982285,US,US,05,01,fuel,10/2023,2011-09-10,2011-09-10,769,769,6331,PURCHASE,,0.0,,,,False,,,False,False,True
509526607,509526607,500.0,500.0,2016-09-19 11:20:44,0.0,Mobil Gas #982285,US,US,05,01,fuel,10/2023,2011-09-10,2011-09-10,769,769,6331,PURCHASE,,0.0,,,,False,,,False,False,True
509526607,509526607,500.0,500.0,2016-10-03 10:59:14,0.0,Mobil Gas #982285,US,US,05,01,fuel,10/2023,2011-09-10,2011-09-10,769,769,6331,PURCHASE,,0.0,,,,False,,,False,False,True
509526607,509526607,500.0,500.0,2016-10-17 23:22:48,0.0,Mobil Gas #982285,US,US,05,01,fuel,10/2023,2011-09-10,2011-09-10,769,769,6331,PURCHASE,,0.0,,,,False,,,False,False,True
509526607,509526607,500.0,500.0,2016-10-31 19:25:59,0.0,Mobil Gas #982285,US,US,05,01,fuel,10/2023,2011-09-10,2011-09-10,769,769,6331,PURCHASE,,0.0,,,,False,,,False,False,True
509526607,509526607,500.0,500.0,2016-11-13 23:50:57,0.0,Mobil Gas #982285,US,US,05,01,fuel,10/2023,2011-09-10,2011-09-10,769,769,6331,PURCHASE,,0.0,,,,False,,,False,False,True
509526607,509526607,500.0,500.0,2016-11-28 18:14:13,0.0,Mobil Gas #982285,US,US,05,01,fuel,10/2023,2011-09-10,2011-09-10,769,769,6331,PURCHASE,,0.0,,,,False,,,False,False,True
509526607,509526607,500.0,500.0,2016-12-12 08:02:13,0.0,Mobil Gas #982285,US,US,05,01,fuel,10/2023,2011-09-10,2011-09-10,769,769,6331,PURCHASE,,0.0,,,,False,,,False,False,True
510280625,510280625,500.0,391.15,2016-04-11 23:46:00,0.0,Dinosaur Sandwitch Bar #08794,US,US,02,01,food,11/2025,2008-07-18,2008-07-18,632,632,3745,ADDRESS_VERIFICATION,,108.85,,,,False,,,False,False,True
791329227,791329227,10000.0,9816.76,2016-05-02 04:39:57,0.0,Lyft,US,US,02,01,rideshare,06/2032,2013-06-21,2013-06-21,823,823,606,ADDRESS_VERIFICATION,,183.24,,,,False,,,False,False,True
303366114,303366114,15000.0,14238.42,2016-10-09 18:45:36,0.0,Best Deli #109276,US,US,02,08,food,04/2032,2012-09-23,2012-09-23,487,487,5670,ADDRESS_VERIFICATION,,761.58,,,,False,,,False,False,True
448962603,448962603,7500.0,1046.93,2016-03-09 16:50:41,0.0,Fresh Flowers,US,US,02,01,online_gifts,12/2020,2015-09-27,2016-02-25,188,188,1752,ADDRESS_VERIFICATION,,6453.07,,,,False,,,False,False,True
448962603,448962603,7500.0,2276.99,2016-06-18 09:27:12,0.0,Fresh Online Services,US,US,09,01,online_gifts,06/2020,2015-09-27,2016-04-19,188,188,1752,ADDRESS_VERIFICATION,,5223.01,,,,False,,,False,False,True
382001043,382001043,15000.0,4475.32,2016-10-03 20:52:06,0.0,Washington Repair,US,US,02,01,auto,07/2021,2012-01-19,2016-03-21,723,723,2435,ADDRESS_VERIFICATION,,10524.68,,,,False,,,False,False,True
666597267,666597267,15000.0,10507.05,2016-12-07 00:45:11,0.0,Starbucks #442581,US,US,05,01,fastfood,02/2030,2012-08-16,2016-11-16,467,467,722,ADDRESS_VERIFICATION,,4492.95,,,,False,,,False,False,True
674577133,674577133,5000.0,440.23,2016-08-07 10:13:56,0.0,Renaissance Hotel #269118,US,US,05,01,hotels,02/2029,2015-08-19,2015-08-19,430,430,1693,ADDRESS_VERIFICATION,,4559.77,,,,False,,,False,False,True
192118573,192118573,7500.0,4697.12,2016-12-28 16:46:37,0.0,sears.com,US,US,05,01,online_retail,09/2025,2015-10-07,2016-09-30,597,597,38,ADDRESS_VERIFICATION,,2802.88,,,,False,,,False,False,True
564602865,564602865,10000.0,8627.74,2016-04-21 01:10:39,0.0,amazon.com,US,US,09,01,online_retail,03/2031,2012-09-13,2016-03-12,757,757,3141,ADDRESS_VERIFICATION,,1372.26,,,,False,,,False,False,True
345663377,345663377,15000.0,9805.47,2016-10-20 18:14:31,0.0,Fresh Online Services,US,US,05,08,online_gifts,10/2023,2006-11-24,2016-02-17,816,816,465,ADDRESS_VERIFICATION,,5194.53,,,,False,,,False,False,True
345663377,345663377,15000.0,13659.42,2016-12-10 12:39:25,0.0,Fresh Online Services,US,US,09,01,online_gifts,04/2030,2006-11-24,2016-02-17,816,816,465,ADDRESS_VERIFICATION,,1340.58,,,,False,,,False,False,True
657326011,657326011,5000.0,2178.42,2016-09-08 07:02:58,0.0,1st Restaurant,US,US,05,01,food,06/2023,2013-02-04,2016-05-05,914,914,5285,ADDRESS_VERIFICATION,,2821.58,,,,False,,,False,False,True
657326011,657326011,5000.0,976.38,2016-11-27 21:31:08,0.0,Merchants Tire,US,US,05,01,auto,06/2020,2013-02-04,2016-05-05,914,914,5285,ADDRESS_VERIFICATION,,4023.62,,,,False,,,False,False,True
473131153,473131153,250.0,123.83,2016-02-24 12:58:10,0.0,EZ Putt Putt #804489,US,US,05,01,entertainment,09/2024,2014-11-14,2014-11-14,549,549,1865,ADDRESS_VERIFICATION,,126.17,,,,False,,,False,False,True
495441145,495441145,7500.0,547.19,2016-11-04 17:15:40,0.0,AMC #606218,US,US,02,01,entertainment,12/2032,2010-06-03,2010-06-03,578,578,5743,ADDRESS_VERIFICATION,,6952.81,,,,False,,,False,False,True
442799740,442799740,15000.0,9498.99,2016-05-06 21:36:29,0.0,Lyft,US,US,09,01,rideshare,03/2021,2015-10-28,2016-03-09,494,494,3018,ADDRESS_VERIFICATION,,5501.01,,,,False,,,False,False,True
442799740,442799740,15000.0,6835.03,2016-05-07 18:02:57,0.0,AMC #191138,US,US,02,01,entertainment,01/2023,2015-10-28,2016-03-09,494,494,3018,ADDRESS_VERIFICATION,,8164.97,,,,False,,,False,False,True
442799740,442799740,15000.0,4964.09,2016-05-10 01:07:01,0.0,AMC #191138,US,US,05,01,entertainment,01/2029,2015-10-28,2016-03-09,494,494,3018,ADDRESS_VERIFICATION,,10035.91,,,,False,,,False,False,True
442799740,442799740,15000.0,1628.4,2016-07-31 01:03:37,0.0,Next Day Online Services,US,US,05,01,online_gifts,02/2022,2015-10-28,2016-06-20,494,494,3018,ADDRESS_VERIFICATION,,13371.6,,,,False,,,False,False,True
442799740,442799740,15000.0,1220.01,2016-10-19 17:52:17,0.0,EZ Putt Putt #503815,US,US,09,01,entertainment,06/2021,2015-10-28,2016-10-16,494,494,3018,ADDRESS_VERIFICATION,,13779.99,,,,False,,,False,False,True
410523603,410523603,5000.0,4554.24,2016-03-27 12:25:19,0.0,staples.com,US,US,09,01,online_retail,03/2020,2015-06-25,2016-03-02,136,136,2701,ADDRESS_VERIFICATION,,445.76,,,,False,,,False,False,True
410523603,410523603,5000.0,2354.44,2016-04-02 00:29:50,0.0,walmart.com,US,US,09,01,online_retail,01/2022,2015-06-25,2016-03-02,136,136,2701,ADDRESS_VERIFICATION,,2645.56,,,,False,,,False,False,True
410523603,410523603,5000.0,584.69,2016-07-03 12:46:00,0.0,Uptown Fries,US,US,05,08,food,09/2028,2015-06-25,2016-06-11,136,136,2701,ADDRESS_VERIFICATION,,4415.31,,,,False,,,False,False,True
410523603,410523603,5000.0,469.96,2016-08-05 19:27:12,0.0,amazon.com,US,US,05,01,online_retail,08/2025,2015-06-25,2016-08-03,136,136,2701,ADDRESS_VERIFICATION,,4530.04,,,,False,,,False,False,True
410523603,410523603,5000.0,917.22,2016-11-02 22:08:00,0.0,South Steakhouse #253522,US,US,05,08,food,10/2028,2015-06-25,2016-10-16,136,136,2701,ADDRESS_VERIFICATION,,4082.78,,,,False,,,False,False,True
410523603,410523603,5000.0,917.22,2016-11-02 22:09:25,0.0,South Steakhouse #253522,US,US,05,08,food,10/2028,2015-06-25,2016-10-16,136,136,2701,ADDRESS_VERIFICATION,,4082.78,,,,False,,,False,False,True
410523603,410523603,5000.0,581.2,2016-11-19 14:03:40,0.0,alibaba.com,US,US,09,08,online_retail,03/2026,2015-06-25,2016-10-16,136,136,2701,ADDRESS_VERIFICATION,,4418.8,,,,False,,,False,False,True
410523603,410523603,5000.0,3636.73,2016-12-05 15:27:22,0.0,walmart.com,US,US,02,01,online_retail,01/2023,2015-06-25,2016-10-16,136,136,2701,ADDRESS_VERIFICATION,,1363.27,,,,False,,,False,False,True
478587362,478587362,500.0,128.64,2016-03-15 20:11:53,0.0,apple.com,US,US,02,01,online_retail,02/2029,2015-08-29,2015-08-29,203,203,6779,ADDRESS_VERIFICATION,,371.36,,,,False,,,False,False,True
478587362,478587362,500.0,500.0,2016-08-22 17:03:58,0.0,34th BBQ #436606,US,US,05,99,food,10/2025,2015-08-29,2015-08-29,203,203,6779,ADDRESS_VERIFICATION,,0.0,,,,False,,,False,False,True
991911879,991911879,15000.0,12843.21,2016-09-06 10:47:31,0.0,Wendys #06489,US,US,05,01,fastfood,12/2023,2015-01-16,2016-08-25,124,124,2589,ADDRESS_VERIFICATION,,2156.79,,,,False,,,False,False,True
687292905,687292905,20000.0,1325.33,2016-09-22 20:30:11,0.0,Fresh eCards,US,US,05,01,online_gifts,11/2021,2014-11-22,2016-07-17,538,538,5615,ADDRESS_VERIFICATION,,18674.67,,,,False,,,False,False,True
405913693,405913693,2500.0,713.63,2016-05-15 05:43:29,0.0,American Airlines,US,US,02,01,airline,09/2026,2015-02-27,2016-01-21,618,618,9087,ADDRESS_VERIFICATION,,1786.37,,,,False,,,False,False,True
624680790,624680790,50000.0,43802.64,2016-05-28 04:23:12,0.0,West End Massage,US,US,05,08,personal care,06/2023,2014-01-20,2014-01-20,251,251,4711,ADDRESS_VERIFICATION,,6197.36,,,,False,,,False,False,True
664581567,664581567,10000.0,10000.0,2016-03-05 21:59:58,0.0,Runners #878610,US,US,09,08,gym,06/2025,2014-09-05,2014-09-05,873,873,1924,PURCHASE,,0.0,,,,False,,,False,False,True
664581567,664581567,10000.0,9834.31,2016-05-28 22:19:23,0.0,Runners #878610,US,US,09,08,gym,06/2025,2014-09-05,2014-09-05,873,873,1924,PURCHASE,,165.69,,,,False,,,False,False,True
664581567,664581567,10000.0,9561.74,2016-06-27 16:24:40,0.0,Runners #878610,US,US,09,08,gym,06/2025,2014-09-05,2014-09-05,873,873,1924,PURCHASE,,438.26,,,,False,,,False,False,True
664581567,664581567,10000.0,9316.61,2016-07-24 09:49:56,0.0,Runners #878610,US,US,09,08,gym,06/2025,2014-09-05,2014-09-05,873,873,1924,PURCHASE,,683.39,,,,False,,,False,False,True
664581567,664581567,10000.0,9843.72,2016-08-22 06:10:20,0.0,Runners #878610,US,US,09,08,gym,06/2025,2014-09-05,2014-09-05,873,873,1924,PURCHASE,,156.28,,,,False,,,False,False,True
246251253,246251253,5000.0,1889.06,2016-02-27 08:16:32,0.0,Starbucks #336710,US,US,05,08,fastfood,12/2028,2014-10-02,2016-02-11,455,455,6002,ADDRESS_VERIFICATION,,3110.94,,,,False,,,False,False,True
246251253,246251253,5000.0,1028.57,2016-03-16 06:59:35,0.0,amazon.com,US,US,05,01,online_retail,04/2024,2014-10-02,2016-02-11,455,455,6002,ADDRESS_VERIFICATION,,3971.43,,,,False,,,False,False,True
246251253,246251253,5000.0,782.09,2016-05-16 04:10:55,0.0,oldnavy.com,US,US,05,01,online_retail,02/2027,2014-10-02,2016-04-22,455,455,6002,ADDRESS_VERIFICATION,,4217.91,,,,False,,,False,False,True
246251253,246251253,5000.0,2433.19,2016-06-05 17:59:11,0.0,cheapfast.com,US,US,90,01,online_retail,04/2022,2014-10-02,2016-05-19,455,455,6002,ADDRESS_VERIFICATION,,2566.81,,,,False,,,False,False,True
246251253,246251253,5000.0,3754.33,2016-07-30 23:15:13,0.0,Wendys #08916,US,US,09,08,fastfood,03/2028,2014-10-02,2016-07-14,455,455,6002,ADDRESS_VERIFICATION,,1245.67,,,,False,,,False,False,True
246251253,246251253,5000.0,673.34,2016-08-16 15:13:04,0.0,AMC #79863,US,US,05,01,entertainment,05/2032,2014-10-02,2016-08-12,455,455,6002,ADDRESS_VERIFICATION,,4326.66,,,,False,,,False,False,True
246251253,246251253,5000.0,2576.69,2016-10-25 20:50:43,0.0,target.com,PR,PR,02,01,online_retail,02/2029,2014-10-02,2016-10-22,455,455,6002,ADDRESS_VERIFICATION,,2423.31,,,,False,,,False,False,True
246251253,246251253,5000.0,2142.24,2016-11-09 08:57:31,0.0,oldnavy.com,US,US,02,01,online_retail,05/2024,2014-10-02,2016-10-29,455,455,6002,ADDRESS_VERIFICATION,,2857.76,,,,False,,,False,False,True
246251253,246251253,5000.0,1613.14,2016-12-10 22:34:40,0.0,Auntie Anne's #670316,US,US,09,01,fastfood,04/2027,2014-10-02,2016-11-30,455,455,6002,ADDRESS_VERIFICATION,,3386.86,,,,False,,,False,False,True
445843699,445843699,5000.0,1684.05,2016-08-24 05:16:28,0.0,EZ Putt Putt #240241,US,US,05,01,entertainment,03/2020,2015-06-30,2016-07-07,841,841,5882,ADDRESS_VERIFICATION,,3315.95,,,,False,,,False,False,True
445843699,445843699,5000.0,1684.05,2016-08-24 23:00:38,0.0,EZ Putt Putt #804489,US,US,05,01,entertainment,06/2026,2015-06-30,2016-07-07,841,841,5882,ADDRESS_VERIFICATION,,3315.95,,,,False,,,False,False,True
234180315,234180315,15000.0,11016.59,2016-02-06 03:15:04,0.0,United Airlines,US,US,02,01,airline,02/2023,2013-11-29,2013-11-29,191,191,0000,ADDRESS_VERIFICATION,,3983.41,,,,False,,,False,False,True
234180315,234180315,15000.0,1742.48,2016-12-13 13:27:19,0.0,Auntie Anne's #306985,US,US,02,01,fastfood,11/2031,2013-11-29,2016-07-21,191,191,0000,ADDRESS_VERIFICATION,,13257.52,,,,False,,,False,False,True
142263758,142263758,2500.0,1640.07,2016-07-28 15:07:33,0.0,target.com,US,US,09,01,online_retail,11/2024,2013-09-19,2016-02-03,522,522,4609,ADDRESS_VERIFICATION,,859.93,,,,False,,,False,False,True
400361607,400361607,5000.0,525.55,2016-03-18 20:05:48,0.0,oldnavy.com,US,US,05,08,online_retail,12/2020,2012-04-14,2012-04-14,388,388,22,ADDRESS_VERIFICATION,,4474.45,,,,False,,,False,False,True
526008751,526008751,20000.0,15208.2,2016-05-22 09:34:36,0.0,Texas Gas #772050,US,US,02,08,fuel,06/2028,2015-10-03,2015-10-03,662,662,6000,PURCHASE,,4791.8,,,,False,,,False,False,True
526008751,526008751,20000.0,9977.19,2016-10-08 11:23:32,0.0,amazon.com,US,US,02,01,online_retail,12/2024,2015-10-03,2015-10-03,662,662,6000,ADDRESS_VERIFICATION,,10022.81,,,,False,,,False,False,True
681796503,681796503,15000.0,4807.39,2016-07-27 01:25:47,0.0,target.com,US,US,02,01,online_retail,01/2028,2013-10-16,2013-10-16,713,713,1390,ADDRESS_VERIFICATION,,10192.61,,,,False,,,False,False,True
681796503,681796503,15000.0,3573.93,2016-08-05 13:37:47,0.0,Wendys #327348,US,US,02,01,fastfood,12/2029,2013-10-16,2013-10-16,530,530,2884,ADDRESS_VERIFICATION,,11426.07,,,,False,,,False,False,True
567819625,567819625,7500.0,1835.67,2016-12-06 01:13:02,0.0,1st Sandwitch Bar #396252,US,US,09,01,food,10/2027,2015-06-08,2015-06-08,111,111,9182,ADDRESS_VERIFICATION,,5664.33,,,,False,,,False,False,True
898887991,898887991,2500.0,2377.75,2016-09-04 20:41:42,0.0,Virgin Airlines,US,US,09,01,airline,12/2023,2014-12-21,2016-08-20,818,818,9899,ADDRESS_VERIFICATION,,122.25,,,,False,,,False,False,True
135894570,135894570,10000.0,6408.97,2016-09-10 09:16:52,0.0,Shell Gas #864436,US,US,09,01,fuel,12/2032,2014-03-12,2014-03-12,496,496,5987,PURCHASE,,3591.03,,,,False,,,False,False,True
306307686,306307686,2500.0,2323.73,2016-08-13 16:04:07,0.0,Universe Massage #782984,US,US,02,08,personal care,09/2032,2012-08-30,2012-08-30,767,767,5740,ADDRESS_VERIFICATION,,176.27,,,,False,,,False,False,True
388049491,388049491,2500.0,1147.91,2016-05-08 06:07:55,0.0,cheapfast.com,US,US,,01,online_retail,03/2030,2015-09-08,2015-09-08,327,327,638,ADDRESS_VERIFICATION,,1352.09,,,,False,,,False,False,True
388049491,388049491,2500.0,930.85,2016-05-31 20:54:21,0.0,Taco Bell #669390,US,US,02,01,fastfood,06/2022,2015-09-08,2015-09-08,327,327,638,ADDRESS_VERIFICATION,,1569.15,,,,False,,,False,False,True
469500742,469500742,10000.0,8776.44,2016-05-22 08:52:42,0.0,oldnavy.com,US,US,05,01,online_retail,03/2030,2012-05-21,2012-05-21,623,623,1187,ADDRESS_VERIFICATION,,1223.56,,,,False,,,False,False,True
559082417,559082417,20000.0,16969.21,2016-10-28 04:58:55,0.0,gap.com,US,US,05,01,online_retail,06/2027,2014-12-06,2014-12-06,286,286,6778,ADDRESS_VERIFICATION,,3030.79,,,,False,,,False,False,True
126809470,126809470,250.0,250.0,2016-01-25 07:40:02,0.0,amazon.com,US,US,05,01,online_retail,08/2029,2015-08-11,2016-01-12,123,123,3317,ADDRESS_VERIFICATION,,0.0,,,,False,,,False,False,True
468155756,468155756,5000.0,2152.83,2016-07-05 00:46:59,0.0,Fresh Flowers,US,US,02,01,online_gifts,08/2028,2014-06-15,2016-05-19,775,775,7488,ADDRESS_VERIFICATION,,2847.17,,,,False,,,False,False,True
215093932,215093932,15000.0,2885.77,2016-09-25 08:58:18,0.0,Hardee's #677921,US,US,09,01,fastfood,03/2030,2015-04-04,2015-04-04,840,840,9183,ADDRESS_VERIFICATION,,12114.23,,,,False,,,False,False,True
