accountNumber,customerId,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,acqCountry,merchantCountryCode,posEntryMode,posConditionCode,merchantCategoryCode,currentExpDate,accountOpenDate,dateOfLastAddressChange,cardCVV,enteredCVV,cardLast4Digits,transactionType,echoBuffer,currentBalance,merchantCity,merchantState,merchantZip,cardPresent,posOnPremises,recurringAuthInd,expirationDateKeyInMatch,isFraud,isReversal,time_diff
745217385,745217385,250,55.61,9/10/2016 2:22,0,EZ Putt Putt #982199,US,US,05,01,entertainment,Feb-33,11/19/2013,11/19/2013,224,224,2036,ADDRESS_VERIFICATION,,194.39,,,,FALSE,,,FALSE,FALSE,TRUE,49
386732203,386732203,5000,1443,12/8/2016 19:25,48.77,gap.com,US,US,05,08,online_retail,Dec-29,10/7/2007,4/9/2016,515,515,7249,PURCHASE,,3557,,,,FALSE,,,FALSE,FALSE,FALSE,177
939875268,939875268,10000,2801.65,11/30/2016 16:03,8.31,cheapfast.com,US,US,09,01,online_retail,Oct-24,11/22/2005,11/22/2005,121,121,7700,PURCHASE,,7198.35,,,,FALSE,,,FALSE,FALSE,FALSE,87
869838014,869838014,15000,1641.03,2/23/2016 1:21,103.41,34th BBQ #207369,US,US,09,08,food,Dec-22,11/19/2015,11/19/2015,129,129,5090,PURCHASE,,13358.97,,,,TRUE,,,FALSE,FALSE,FALSE,1
346419123,346419123,7500,7386.43,2/1/2016 21:57,113.57,Starbucks #516830,US,US,02,01,fastfood,Jun-26,4/14/2015,4/14/2015,149,149,9685,PURCHASE,,113.57,,,,TRUE,,,FALSE,FALSE,FALSE,158
346419123,346419123,7500,6641.05,2/12/2016 17:24,139.97,walmart.com,US,US,02,08,online_retail,Jan-23,4/14/2015,4/14/2015,149,149,9685,PURCHASE,,858.95,,,,FALSE,,,FALSE,FALSE,FALSE,148
593440936,593440936,500,-164.08,4/15/2016 0:35,593.93,AMC #706324,US,US,02,01,entertainment,Oct-24,12/8/2012,12/8/2012,407,407,9842,PURCHASE,,664.08,,,,TRUE,,,FALSE,FALSE,FALSE,113
638539506,638539506,1000,409.1,3/5/2016 11:45,436.56,NYSC #737747,US,US,05,01,health,May-22,8/25/2012,8/25/2012,221,221,6186,PURCHASE,,590.9,,,,FALSE,,,FALSE,FALSE,FALSE,89
763888477,763888477,1000,219.1,8/6/2016 9:00,233.93,Regal Cinemas #276341,US,US,09,01,entertainment,Nov-22,6/9/2015,7/23/2016,293,293,7671,PURCHASE,,780.9,,,,TRUE,,,FALSE,FALSE,FALSE,54
453746385,453746385,5000,3810.86,8/29/2016 1:40,190.92,alibaba.com,US,US,05,01,online_retail,May-21,12/19/2012,12/19/2012,451,451,2042,PURCHASE,,1189.14,,,,FALSE,,,FALSE,FALSE,FALSE,76
525304407,525304407,250,171.67,7/27/2016 2:41,0,alibaba.com,US,US,09,08,online_retail,Oct-26,12/27/2014,4/3/2016,166,166,8319,ADDRESS_VERIFICATION,,78.33,,,,FALSE,,,FALSE,FALSE,TRUE,167
241348105,241348105,7500,2932.76,3/31/2016 22:13,490.76,EZ Putt Putt #503815,US,US,05,01,entertainment,Apr-27,6/18/2015,1/22/2016,101,101,8282,PURCHASE,,4567.24,,,,TRUE,,,FALSE,FALSE,FALSE,105
241348105,241348105,7500,703.45,7/31/2016 10:53,63.53,AMC #128743,US,US,09,01,entertainment,Mar-24,6/18/2015,5/17/2016,314,314,9720,PURCHASE,,6796.55,,,,TRUE,,,FALSE,FALSE,FALSE,137
241348105,241348105,7500,731.45,11/4/2016 2:21,0,Chicago News,US,US,05,08,subscriptions,May-22,6/18/2015,5/17/2016,809,809,8946,ADDRESS_VERIFICATION,,6768.55,,,,FALSE,,,FALSE,FALSE,TRUE,84
111113489,111113489,15000,10426.11,1/28/2016 19:08,140.9,EZ Putt Putt #551896,US,US,02,01,entertainment,Aug-28,3/19/2015,1/12/2016,709,709,5191,PURCHASE,,4573.89,,,,TRUE,,,FALSE,FALSE,FALSE,166
646126950,646126950,7500,6689.67,2/17/2016 16:54,49.48,Walgreens #655270,US,US,05,01,health,Jul-28,12/31/2013,12/31/2013,383,383,1668,PURCHASE,,810.33,,,,FALSE,,,FALSE,FALSE,FALSE,169
863456981,863456981,10000,6376.13,4/8/2016 12:59,136.37,Lyft,US,US,09,01,rideshare,Jan-32,7/23/2014,7/23/2014,652,652,6236,PURCHASE,,3623.87,,,,FALSE,,,FALSE,FALSE,FALSE,23
863456981,863456981,10000,3501.76,8/23/2016 15:51,0,Lyft,US,US,09,01,rideshare,Feb-20,7/23/2014,7/23/2014,652,652,6236,ADDRESS_VERIFICATION,,6498.24,,,,FALSE,,,FALSE,FALSE,TRUE,141
380503025,380503025,2500,1473.53,3/28/2016 4:55,161.3,Dunkin' Donuts #454355,US,US,09,01,fastfood,Apr-32,6/29/2008,2/13/2016,504,504,6467,PURCHASE,,1026.47,,,,FALSE,,,FALSE,FALSE,FALSE,133
699572278,699572278,20000,19813.91,12/13/2016 23:17,64.06,Uber,US,US,80,01,rideshare,Oct-26,10/8/2008,10/8/2008,737,737,7365,PURCHASE,,186.09,,,,FALSE,,,FALSE,FALSE,FALSE,63
269629696,269629696,5000,4341.03,3/15/2016 0:50,358.37,AMC #74121,US,US,05,01,entertainment,Oct-32,2/2/2010,2/2/2010,225,225,3778,PURCHASE,,658.97,,,,TRUE,,,FALSE,FALSE,FALSE,94
827618294,827618294,250,195.13,12/18/2016 5:48,15.47,AMC #706324,US,US,05,08,entertainment,Mar-20,7/24/2014,7/24/2014,934,934,4237,PURCHASE,,54.87,,,,TRUE,,,FALSE,FALSE,FALSE,55
473950648,473950648,5000,3845.12,3/21/2016 23:58,7.3,EZ Putt Putt #69446,US,US,05,01,entertainment,Dec-21,10/14/2015,10/14/2015,148,148,1240,PURCHASE,,1154.88,,,,FALSE,,,FALSE,FALSE,FALSE,76
557061537,557061537,7500,6314.29,5/20/2016 7:40,201.14,staples.com,US,US,05,01,online_retail,Jul-25,2/12/2015,2/12/2015,462,462,5244,PURCHASE,,1185.71,,,,FALSE,,,FALSE,FALSE,FALSE,118
937999128,937999128,7500,6301.38,2/11/2016 16:17,98.65,Downtown Sandwitch Bar,US,US,05,01,food,Apr-20,10/23/2013,2/1/2016,960,960,7360,PURCHASE,,1198.62,,,,TRUE,,,FALSE,FALSE,FALSE,25
764648921,764648921,2500,2351.69,1/9/2016 22:04,148.31,Shell Repair,US,US,09,01,auto,Jul-21,6/23/2014,6/23/2014,344,344,95,PURCHASE,,148.31,,,,TRUE,,,FALSE,FALSE,FALSE,111
674577133,674577133,5000,2402.46,2/9/2016 6:48,291.4,apple.com,US,US,05,01,online_retail,Jul-22,8/19/2015,8/19/2015,430,430,1693,PURCHASE,,2597.54,,,,FALSE,,,FALSE,FALSE,FALSE,79
674577133,674577133,5000,929.44,12/16/2016 3:32,288.5,gap.com,US,US,09,01,online_retail,Jul-29,8/19/2015,11/8/2016,430,430,1693,PURCHASE,,4070.56,,,,FALSE,,,FALSE,FALSE,FALSE,148
192118573,192118573,7500,382.48,5/15/2016 9:34,126.41,Universe Massage #782984,US,US,80,01,personal care,Oct-23,10/7/2015,10/7/2015,597,597,38,PURCHASE,,7117.52,,,,TRUE,,,FALSE,FALSE,FALSE,179
192118573,192118573,7500,3992.17,6/17/2016 17:38,18.94,ebay.com,US,US,05,08,online_retail,Jul-29,10/7/2015,10/7/2015,597,597,38,PURCHASE,,3507.83,,,,FALSE,,,FALSE,FALSE,FALSE,91
826344097,826344097,50000,49970.64,1/2/2016 21:17,20.59,staples.com,US,US,09,01,online_retail,Dec-25,5/23/2015,5/23/2015,591,591,4224,PURCHASE,,29.36,,,,FALSE,,,FALSE,FALSE,FALSE,53
197397605,197397605,2500,976.68,6/30/2016 14:43,84.06,Renaissance Hotel #81852,US,US,05,01,hotels,Jan-23,11/21/2015,11/21/2015,987,987,4386,PURCHASE,,1523.32,,,,TRUE,,,FALSE,FALSE,FALSE,126
469967839,469967839,7500,1498.85,6/4/2016 23:40,42.92,alibaba.com,US,US,02,08,online_retail,Jul-31,7/10/2015,7/10/2015,256,256,5511,PURCHASE,,6001.15,,,,FALSE,,,FALSE,FALSE,FALSE,37
102980467,102980467,50000,49007.33,2/27/2016 6:27,333.92,Washington Post,US,US,02,01,subscriptions,Aug-33,1/8/2015,1/8/2015,708,708,6402,PURCHASE,,992.67,,,,FALSE,,,FALSE,FALSE,FALSE,55
473131153,473131153,250,151.51,10/13/2016 8:52,64.32,EZ Putt Putt #240241,US,US,02,01,entertainment,Aug-28,11/14/2014,11/14/2014,549,549,1865,PURCHASE,,98.49,,,,TRUE,,,FALSE,FALSE,FALSE,133
256583918,256583918,10000,2083.38,3/6/2016 2:39,109.79,Bobs Furniture,US,US,09,08,furniture,Apr-24,10/27/2015,2/28/2016,430,430,3265,PURCHASE,,7916.62,,,,TRUE,,,FALSE,FALSE,FALSE,128
256583918,256583918,10000,4570.49,4/19/2016 4:01,64.33,KFC #887740,US,US,09,08,fastfood,Dec-19,10/27/2015,2/28/2016,430,430,3265,PURCHASE,,5429.51,,,,TRUE,,,FALSE,FALSE,FALSE,285
880408728,880408728,2500,2145.4,6/14/2016 11:52,119.23,ebay.com,US,US,02,01,online_retail,Nov-25,10/17/2014,10/17/2014,274,274,8589,PURCHASE,,354.6,,,,FALSE,,,FALSE,FALSE,FALSE,110
442799740,442799740,15000,2191.75,6/11/2016 2:31,147.34,EZ Putt Putt #503815,US,US,90,08,entertainment,Jun-29,10/28/2015,5/19/2016,494,494,3018,PURCHASE,,12808.25,,,,TRUE,,,TRUE,FALSE,FALSE,127
442799740,442799740,15000,5898.42,8/3/2016 1:57,117.68,Uber,US,US,05,01,rideshare,Jul-32,10/28/2015,6/20/2016,494,494,3018,PURCHASE,,9101.58,,,,FALSE,,,FALSE,FALSE,FALSE,135
442799740,442799740,15000,2478.32,9/15/2016 19:04,17.87,Regal Cinemas #276341,US,US,05,01,entertainment,Jun-26,10/28/2015,9/11/2016,494,494,3018,PURCHASE,,12521.68,,,,TRUE,,,FALSE,FALSE,FALSE,121
442799740,442799740,15000,2977.27,9/29/2016 21:41,608.76,Lyft,US,US,02,01,rideshare,Nov-27,10/28/2015,9/24/2016,494,494,3018,PURCHASE,,12022.73,,,,FALSE,,,FALSE,FALSE,FALSE,166
442799740,442799740,15000,9261.26,11/10/2016 14:57,19.5,Blue Mountain Online Services,US,US,05,01,online_gifts,Dec-24,10/28/2015,10/31/2016,494,494,3018,PURCHASE,,5738.74,,,,FALSE,,,FALSE,FALSE,FALSE,12
442799740,442799740,15000,6924.53,12/3/2016 23:35,9.09,Blue Mountain eCards,US,US,09,01,online_gifts,Nov-21,10/28/2015,11/21/2016,494,494,3018,PURCHASE,,8075.47,,,,FALSE,,,FALSE,FALSE,FALSE,86
410523603,410523603,5000,356.38,1/23/2016 4:50,119.37,alibaba.com,US,US,09,01,online_retail,Mar-32,6/25/2015,1/4/2016,136,136,2701,PURCHASE,,4643.62,,,,FALSE,,,FALSE,FALSE,FALSE,150
410523603,410523603,5000,1676.75,2/10/2016 6:54,23.86,Franks Pub #632075,US,US,05,01,food,Mar-28,6/25/2015,1/4/2016,136,136,2701,PURCHASE,,3323.25,,,,TRUE,,,FALSE,FALSE,FALSE,128
410523603,410523603,5000,2446.92,2/22/2016 0:00,133.13,1st Sandwitch Bar #758805,US,US,09,01,food,Apr-31,6/25/2015,1/4/2016,136,136,2701,PURCHASE,,2553.08,,,,TRUE,,,FALSE,FALSE,FALSE,171
410523603,410523603,5000,871.05,4/19/2016 8:34,95.9,amazon.com,US,US,05,01,online_retail,Aug-30,6/25/2015,4/19/2016,136,136,2701,PURCHASE,,4128.95,,,,FALSE,,,FALSE,FALSE,FALSE,63
410523603,410523603,5000,1818.28,5/14/2016 11:24,67.2,amazon.com,US,US,90,01,online_retail,Oct-23,6/25/2015,5/9/2016,136,136,2701,PURCHASE,,3181.72,,,,FALSE,,,FALSE,FALSE,FALSE,119
410523603,410523603,5000,1266.45,5/20/2016 20:47,54.1,oldnavy.com,US,US,09,08,online_retail,Nov-32,6/25/2015,5/19/2016,136,136,2701,PURCHASE,,3733.55,,,,FALSE,,,FALSE,FALSE,FALSE,99
410523603,410523603,5000,1551.98,5/23/2016 21:34,250.38,1st BBQ,US,US,05,08,food,Feb-31,6/25/2015,5/19/2016,136,136,2701,PURCHASE,,3448.02,,,,TRUE,,,FALSE,FALSE,FALSE,118
410523603,410523603,5000,4101.27,6/1/2016 0:19,71.71,cheapfast.com,US,US,05,01,online_retail,Oct-29,6/25/2015,5/31/2016,136,136,2701,PURCHASE,,898.73,,,,FALSE,,,FALSE,FALSE,FALSE,122
410523603,410523603,5000,3077.47,8/27/2016 16:03,66.73,1st Deli,US,US,09,01,food,Feb-21,6/25/2015,8/3/2016,136,136,2701,PURCHASE,,1922.53,,,,TRUE,,,FALSE,FALSE,FALSE,117
410523603,410523603,5000,4442.61,9/15/2016 6:06,139.48,Ray's Fries #892291,US,US,05,01,food,Feb-27,6/25/2015,8/3/2016,136,236,2701,PURCHASE,,557.39,,,,TRUE,,,FALSE,FALSE,FALSE,160
410523603,410523603,5000,3272.54,9/16/2016 11:28,79.95,sears.com,US,US,02,01,online_retail,Oct-25,6/25/2015,8/3/2016,136,136,2701,PURCHASE,,1727.46,,,,FALSE,,,FALSE,FALSE,FALSE,88
410523603,410523603,5000,1164.06,11/1/2016 18:18,16.44,ebay.com,US,US,05,01,online_retail,Jun-27,6/25/2015,10/16/2016,136,136,2701,PURCHASE,,3835.94,,,,FALSE,,,FALSE,FALSE,FALSE,259
410523603,410523603,5000,917.22,11/2/2016 22:09,0,South Steakhouse #253522,US,US,05,08,food,Oct-28,6/25/2015,10/16/2016,136,136,2701,ADDRESS_VERIFICATION,,4082.78,,,,FALSE,,,FALSE,FALSE,TRUE,85
410523603,410523603,5000,2085.33,12/24/2016 15:00,1.58,oldnavy.com,US,US,02,01,online_retail,Jan-29,6/25/2015,10/16/2016,136,136,2701,PURCHASE,,2914.67,,,,FALSE,,,FALSE,FALSE,FALSE,139
246251253,246251253,5000,2731.14,1/21/2016 23:26,35.04,Arbys #120948,US,US,05,01,fastfood,Dec-26,10/2/2014,1/21/2016,455,455,6002,PURCHASE,,2268.86,,,,TRUE,,,FALSE,FALSE,FALSE,42
246251253,246251253,5000,624.55,2/7/2016 21:38,56.94,KFC #150863,US,US,02,01,fastfood,Aug-21,10/2/2014,1/21/2016,455,455,6002,PURCHASE,,4375.45,,,,TRUE,,,FALSE,FALSE,FALSE,70
246251253,246251253,5000,4055.07,2/7/2016 23:24,21.54,discount.com,US,US,09,08,online_retail,Apr-20,10/2/2014,1/21/2016,455,455,6002,PURCHASE,,944.93,,,,FALSE,,,FALSE,FALSE,FALSE,105
246251253,246251253,5000,2455.33,2/11/2016 20:39,386.25,target.com,US,US,02,01,online_retail,Dec-26,10/2/2014,2/11/2016,455,455,6002,PURCHASE,,2544.67,,,,FALSE,,,FALSE,FALSE,FALSE,93
246251253,246251253,5000,2421.35,2/28/2016 20:26,38.84,walmart.com,US,US,05,01,online_retail,Apr-21,10/2/2014,2/11/2016,455,455,6002,PURCHASE,,2578.65,,,,FALSE,,,FALSE,FALSE,FALSE,120
246251253,246251253,5000,3802.57,3/1/2016 22:36,216.08,discount.com,US,US,09,01,online_retail,Apr-20,10/2/2014,2/11/2016,455,455,6002,PURCHASE,,1197.43,,,,FALSE,,,FALSE,FALSE,FALSE,147
246251253,246251253,5000,1063.69,3/5/2016 7:10,10.8,walmart.com,,US,05,01,online_retail,Jan-21,10/2/2014,2/11/2016,455,455,6002,PURCHASE,,3936.31,,,,FALSE,,,FALSE,FALSE,FALSE,272
246251253,246251253,5000,2055.88,3/14/2016 5:33,279.82,Northtown Beauty,US,US,02,08,personal care,Jan-32,10/2/2014,2/11/2016,455,455,6002,REVERSAL,,2944.12,,,,TRUE,,,FALSE,FALSE,FALSE,19
246251253,246251253,5000,1028.57,3/16/2016 6:59,0,amazon.com,US,US,05,01,online_retail,Apr-24,10/2/2014,2/11/2016,455,455,6002,ADDRESS_VERIFICATION,,3971.43,,,,FALSE,,,FALSE,FALSE,TRUE,288
246251253,246251253,5000,257.02,4/6/2016 18:07,104.28,walmart.com,US,US,09,01,online_retail,Sep-22,10/2/2014,2/11/2016,455,455,6002,PURCHASE,,4742.98,,,,FALSE,,,FALSE,FALSE,FALSE,204
246251253,246251253,5000,1561.61,5/11/2016 10:44,57.2,Krispy Kreme #491287,US,US,05,08,fastfood,Dec-30,10/2/2014,4/22/2016,455,455,6002,REVERSAL,,3438.39,,,,TRUE,,,FALSE,FALSE,FALSE,88
246251253,246251253,5000,1618.81,5/11/2016 10:45,57.2,Krispy Kreme #491287,US,US,05,08,fastfood,Dec-30,10/2/2014,4/22/2016,455,455,6002,PURCHASE,,3381.19,,,,TRUE,,,FALSE,FALSE,FALSE,76
246251253,246251253,5000,1927.91,5/15/2016 17:42,134.81,amazon.com,US,US,02,01,online_retail,Feb-22,10/2/2014,4/22/2016,455,455,6002,PURCHASE,,3072.09,,,,FALSE,,,FALSE,FALSE,FALSE,81
246251253,246251253,5000,811.51,5/21/2016 21:24,1.19,discount.com,US,US,02,08,online_retail,May-29,10/2/2014,5/19/2016,455,455,6002,PURCHASE,,4188.49,,,,FALSE,,,FALSE,FALSE,FALSE,231
246251253,246251253,5000,4679.21,7/29/2016 7:11,529.47,Quizno's #584361,US,US,02,08,fastfood,Dec-22,10/2/2014,7/14/2016,455,455,6002,PURCHASE,,320.79,,,,TRUE,,,FALSE,FALSE,FALSE,170
246251253,246251253,5000,832.19,7/30/2016 21:28,268.09,target.com,US,US,05,08,online_retail,Jul-24,10/2/2014,7/14/2016,455,455,6002,PURCHASE,,4167.81,,,,FALSE,,,FALSE,FALSE,FALSE,119
246251253,246251253,5000,2059.93,8/13/2016 10:02,315.99,Dunkin' Donuts #323125,US,US,09,01,fastfood,Jun-27,10/2/2014,8/12/2016,455,455,6002,PURCHASE,,2940.07,,,,TRUE,,,FALSE,FALSE,FALSE,290
246251253,246251253,5000,4534.52,9/2/2016 21:17,305.57,Krispy Kreme #420031,US,US,90,08,fastfood,May-30,10/2/2014,8/23/2016,455,455,6002,PURCHASE,,465.48,,,,TRUE,,,FALSE,FALSE,FALSE,63
246251253,246251253,5000,2314.65,10/2/2016 15:41,45.29,alibaba.com,US,US,02,08,online_retail,Jun-26,10/2/2014,9/28/2016,455,455,6002,PURCHASE,,2685.35,,,,FALSE,,,FALSE,FALSE,FALSE,178
246251253,246251253,5000,1829.47,10/11/2016 1:30,38.79,gap.com,US,US,02,01,online_retail,Aug-32,10/2/2014,10/8/2016,455,455,6002,PURCHASE,,3170.53,,,,FALSE,,,FALSE,FALSE,FALSE,144
246251253,246251253,5000,2916.44,10/25/2016 10:37,41.47,alibaba.com,US,US,09,01,online_retail,Feb-33,10/2/2014,10/22/2016,455,455,6002,PURCHASE,,2083.56,,,,FALSE,,,FALSE,FALSE,FALSE,126
246251253,246251253,5000,401.51,10/31/2016 8:03,24.79,target.com,US,US,09,01,online_retail,Apr-32,10/2/2014,10/29/2016,455,455,6002,PURCHASE,,4598.49,,,,FALSE,,,FALSE,FALSE,FALSE,95
246251253,246251253,5000,794.85,12/11/2016 6:43,53.03,In-N-Out #811300,US,US,09,01,fastfood,Aug-31,10/2/2014,11/30/2016,455,455,6002,PURCHASE,,4205.15,,,,TRUE,,,FALSE,TRUE,FALSE,10
246251253,246251253,5000,741.82,12/11/2016 6:44,53.03,In-N-Out #811300,US,US,09,01,fastfood,Aug-31,10/2/2014,11/30/2016,455,455,6002,PURCHASE,,4258.18,,,,TRUE,,,FALSE,TRUE,FALSE,28
246251253,246251253,5000,2806.53,12/13/2016 3:22,315.48,staples.com,US,US,09,01,online_retail,Sep-28,10/2/2014,11/30/2016,455,455,6002,REVERSAL,,2193.47,,,,FALSE,,,FALSE,FALSE,FALSE,95
604878742,604878742,7500,2403.26,11/8/2016 23:26,219.77,1st Sandwitch Bar #758805,US,US,02,01,food,Jul-29,12/25/2015,4/7/2016,227,227,9100,PURCHASE,,5096.74,,,,TRUE,,,FALSE,FALSE,FALSE,42
234180315,234180315,15000,8980.93,3/26/2016 2:27,53.97,AMC #606218,US,US,05,08,entertainment,Dec-22,11/29/2013,11/29/2013,191,191,0000,REVERSAL,,6019.07,,,,TRUE,,,FALSE,FALSE,FALSE,86
442902363,442902363,5000,1941.76,9/13/2016 9:35,61.55,AMC #128743,US,US,02,08,entertainment,Aug-29,4/19/2009,4/19/2009,315,315,9832,PURCHASE,,3058.24,,,,TRUE,,,FALSE,FALSE,FALSE,9
681796503,681796503,15000,4801.52,3/9/2016 1:45,47.34,NY News,US,US,05,01,subscriptions,May-31,10/16/2013,10/16/2013,713,713,1390,PURCHASE,,10198.48,,,,FALSE,,,FALSE,FALSE,FALSE,174
220525572,220525572,7500,6877.71,4/27/2016 11:57,64.77,oldnavy.com,US,US,05,99,online_retail,Aug-32,9/30/2014,9/30/2014,401,401,7161,PURCHASE,,622.29,,,,FALSE,,,FALSE,FALSE,FALSE,88
601264054,601264054,7500,3100.21,3/31/2016 1:01,66.81,Universe Massage #357768,US,US,05,01,personal care,Jun-32,7/21/2014,7/21/2014,292,892,4464,PURCHASE,,4399.79,,,,TRUE,,,FALSE,FALSE,FALSE,84
252548733,252548733,5000,4289.91,2/23/2016 21:50,96.22,apple.com,US,US,05,08,online_retail,Oct-22,12/7/2015,12/7/2015,647,647,9070,PURCHASE,,710.09,,,,FALSE,,,FALSE,FALSE,FALSE,70
469500742,469500742,10000,2018.39,7/10/2016 13:09,36.26,oldnavy.com,US,US,09,01,online_retail,Sep-30,5/21/2012,5/21/2012,294,294,7562,PURCHASE,,7981.61,,,,FALSE,,,FALSE,FALSE,FALSE,125
469500742,469500742,10000,4361.31,7/30/2016 18:04,105.25,Regal Cinemas #05791,US,US,05,01,entertainment,Jun-23,5/21/2012,5/21/2012,623,623,1187,PURCHASE,,5638.69,,,,TRUE,,,FALSE,FALSE,FALSE,8
594674052,594674052,15000,2259.18,12/23/2016 15:42,22.64,Wall Street News,US,US,09,08,subscriptions,Sep-27,12/22/2015,12/22/2015,402,402,4609,PURCHASE,,12740.82,,,,FALSE,,,FALSE,FALSE,FALSE,58
126809470,126809470,250,90,7/26/2016 17:14,17.73,apple.com,US,US,02,01,online_retail,Jan-29,8/11/2015,1/27/2016,375,375,9468,PURCHASE,,160,,,,FALSE,,,FALSE,FALSE,FALSE,28
126809470,126809470,250,72.27,7/26/2016 17:15,17.73,apple.com,US,US,02,01,online_retail,Jan-29,8/11/2015,1/27/2016,375,375,9468,REVERSAL,,177.73,,,,FALSE,,,FALSE,FALSE,FALSE,62
468155756,468155756,5000,2280.09,4/4/2016 8:30,40.63,EZ Putt Putt #982199,US,US,05,01,entertainment,Oct-29,6/15/2014,6/15/2014,775,775,7488,PURCHASE,,2719.91,,,,TRUE,,,FALSE,FALSE,FALSE,140
468155756,468155756,5000,4120.54,11/3/2016 6:30,54.48,EZ Putt Putt #551896,US,US,05,01,entertainment,Oct-23,6/15/2014,5/19/2016,775,775,7488,PURCHASE,,879.46,,,,TRUE,,,FALSE,FALSE,FALSE,100
831000665,831000665,15000,9392.51,10/30/2016 14:24,47.19,discount.com,US,US,09,01,online_retail,Mar-25,1/25/2014,4/11/2016,365,365,4444,PURCHASE,,5607.49,,,,FALSE,,,FALSE,FALSE,FALSE,177
215093932,215093932,15000,7250.96,11/28/2016 16:48,136.4,Blue Mountain eCards,US,US,05,08,online_gifts,Oct-26,4/4/2015,4/4/2015,840,840,9183,PURCHASE,,7749.04,,,,FALSE,,,FALSE,FALSE,FALSE,116
918135177,918135177,15000,14261.97,5/11/2016 20:54,8.48,Ray's Fries #153092,US,US,05,08,food,Jul-20,6/26/2013,6/26/2013,445,445,1902,PURCHASE,,738.03,,,,TRUE,,,FALSE,FALSE,FALSE,51
918135177,918135177,15000,14355.21,8/8/2016 16:10,18.29,Universe Massage #371648,US,US,09,01,personal care,Apr-22,6/26/2013,5/24/2016,445,445,1902,REVERSAL,,644.79,,,,TRUE,,,FALSE,FALSE,FALSE,124
237752775,237752775,250,181.03,4/28/2016 8:03,12.17,Next Day eCards,US,US,90,99,online_gifts,Mar-26,9/21/2012,9/21/2012,918,918,8969,PURCHASE,,68.97,,,,FALSE,,,FALSE,FALSE,FALSE,36
207720674,207720674,2500,1796.23,9/24/2016 11:16,104.36,Krispy Kreme #999391,US,US,02,01,fastfood,Sep-31,9/24/2015,9/24/2015,244,244,1641,REVERSAL,,703.77,,,,TRUE,,,FALSE,FALSE,FALSE,70
854042767,854042767,1000,290.23,5/10/2016 16:01,5.57,Taco Bell #611130,US,US,09,01,fastfood,Feb-27,11/13/2015,11/13/2015,554,554,5358,PURCHASE,,709.77,,,,TRUE,,,FALSE,FALSE,FALSE,104
